,date,open,high,low,close,volume
1008,2012-01-03,29.97,29.99,29.28,2.1462540384133004,880893
1009,2012-01-04,29.32,29.54,28.86,2.1294407404284548,1058348
1010,2012-01-05,29.1,29.55,28.65,2.1411369477222606,933554
1011,2012-01-06,29.29,29.62,28.95,2.1506401161484776,753559
1012,2012-01-09,29.41,29.56,28.95,2.1440609995457116,719019
1013,2012-01-10,29.74,29.74,28.82,2.119937572002238,1052567
1014,2012-01-11,28.86,29.35,28.8,2.128709727472592,811177
1015,2012-01-12,29.07,29.54,29.07,2.153564167971929,539726
1016,2012-01-13,29.18,29.91,28.94,2.119206559046375,769021
1017,2012-01-17,29.19,29.5,28.98,2.1411369477222606,848746
1018,2012-01-18,29.26,29.88,29.26,2.175494556647814,716253
1019,2012-01-19,30.01,30.06,29.5,2.180611647338854,753337
1020,2012-01-20,29.93,30.33,29.85,2.188652789853345,937065
1021,2012-01-23,29.89,30.15,29.15,2.142598973633986,926196
1022,2012-01-24,29.03,29.34,28.84,2.134557831119495,1152304
1023,2012-01-25,29.26,29.79,29.14,2.169646453000911,733841
1024,2012-01-26,30.01,30.03,29.48,2.1725705048243626,833015
1025,2012-01-27,29.71,29.98,29.54,2.175494556647814,828213
1026,2012-01-30,29.61,30.14,29.45,2.193769880544385,657705
1027,2012-01-31,30.16,30.29,29.44,2.1623363234422825,821253
1028,2012-02-01,29.82,30.25,29.65,2.2091211526175045,1330619
1029,2012-02-02,30.31,30.58,30.0,2.2091211526175045,725569
1030,2012-02-03,30.6,31.26,30.53,2.2668711761306692,701424
1031,2012-02-06,30.88,31.19,30.43,2.2354376190285667,557572
1032,2012-02-07,30.66,31.05,30.59,2.2427477485871954,670976
1033,2012-02-08,30.79,31.25,30.58,2.273450292733435,1103486
1034,2012-02-09,31.15,31.4,30.98,2.2778363704686115,564690
1035,2012-02-10,30.92,31.39,30.89,2.275643331601023,624212
1036,2012-02-13,31.38,31.42,31.0,2.2836844741155145,484928
1037,2012-02-14,31.08,31.13,30.59,2.2668711761306692,765323
1038,2012-02-15,31.27,31.55,30.94,2.2749123186451605,882227
1039,2012-02-16,31.25,31.56,31.12,2.299035746188634,794308
1040,2012-02-17,31.42,32.13,31.42,2.3377794328493646,1095870
1041,2012-02-21,32.16,32.47,31.26,2.3078079016589883,1821879
1042,2012-02-22,30.43,30.73,29.06,2.1469850513691635,3798674
1043,2012-02-23,29.44,29.68,29.21,2.1550261938836544,1152391
1044,2012-02-24,29.44,29.47,29.03,2.128709727472592,1282247
1045,2012-02-27,28.96,29.41,28.71,2.1235926367815523,1251778
1046,2012-02-28,29.18,29.75,29.17,2.1703774659567743,956395
1047,2012-02-29,29.73,30.05,29.44,2.16672240117746,1065402
1048,2012-03-01,29.94,30.13,29.46,2.180611647338854,872105
1049,2012-03-02,29.86,29.95,29.15,2.1469850513691635,997082
1050,2012-03-05,29.35,30.0,29.29,2.180611647338854,1089773
1051,2012-03-06,29.57,29.75,29.3,2.1601432845746946,1284661
1052,2012-03-07,29.75,30.52,29.68,2.2273964765140755,1675014
1053,2012-03-08,30.58,30.88,30.35,2.247864839278235,1218683
1054,2012-03-09,30.85,31.0,30.51,2.244209774498921,1514890
1055,2012-03-12,30.76,30.93,30.35,2.2317825542492526,639516
1056,2012-03-13,30.79,31.0,30.5,2.2646781372630804,826065
1057,2012-03-14,30.91,31.1,30.49,2.2434787615430585,810377
1058,2012-03-15,30.94,31.58,30.76,2.286608525938966,1085183
1059,2012-03-16,31.43,31.43,30.9,2.2800294093362004,990511
1060,2012-03-19,31.08,31.42,30.86,2.286608525938966,764141
1061,2012-03-20,31.12,31.15,30.78,2.271988266821709,885303
1062,2012-03-21,31.06,31.26,30.5,2.234706606072704,1231762
1063,2012-03-22,30.5,30.78,29.91,2.2061971007940535,1823289
1064,2012-03-23,29.91,30.0,29.26,2.1813426602947166,2030226
1065,2012-03-26,30.18,30.49,30.06,2.221548372867173,1201382
1066,2012-03-27,30.5,30.5,29.9,2.186459750985757,668236
1067,2012-03-28,30.01,30.12,29.55,2.175494556647814,1138880
1068,2012-03-29,29.56,29.71,29.32,2.158681258662969,1066705
1069,2012-03-30,29.8,29.81,29.38,2.148447077280889,1290222
1070,2012-04-02,29.31,29.98,29.1,2.174763543691951,1117256
1071,2012-04-03,29.68,29.9,29.45,2.16672240117746,642544
1072,2012-04-04,29.48,29.56,29.17,2.1521021420602033,921648
1073,2012-04-05,29.24,29.44,28.98,2.1257856756491407,1137200
1074,2012-04-09,28.69,29.25,28.6,2.137481882942946,916491
1075,2012-04-10,29.18,29.46,28.58,2.1053173128849814,1422802
1076,2012-04-11,29.09,29.65,29.02,2.16672240117746,1236256
1077,2012-04-12,29.6,29.91,29.41,2.1776875955154025,858489
1078,2012-04-13,29.6,29.96,29.4,2.1637983493540087,819232
1079,2012-04-16,29.85,29.85,29.13,2.152833155016066,813888
1080,2012-04-17,29.66,29.66,29.13,2.1521021420602033,1207220
1081,2012-04-18,29.4,29.62,29.27,2.1542951809277917,831043
1082,2012-04-19,29.56,29.91,29.2,2.143329986589849,1325823
1083,2012-04-20,29.69,29.99,29.47,2.1689154400450485,900732
1084,2012-04-23,29.53,30.45,29.33,2.212776217396819,2560762
1085,2012-04-24,30.28,31.08,30.14,2.223741411734762,2158438
1086,2012-04-25,30.65,31.13,30.65,2.267602189086532,1788220
1087,2012-04-26,31.9,32.37,30.97,2.3195041089527937,1956048
1088,2012-04-27,31.93,31.98,31.26,2.328276264423148,951422
1089,2012-04-30,31.67,31.8,31.32,2.3026908109679485,729853
1090,2012-05-01,32.81,33.3,31.75,2.3794471713335463,2999425
1091,2012-05-02,32.24,32.76,32.24,2.3699440029073298,783293
1092,2012-05-03,32.44,32.64,32.04,2.3560547567459356,693343
1093,2012-05-04,32.08,32.21,31.69,2.339972471716953,893504
1094,2012-05-07,32.0,32.26,31.72,2.3472826012755816,811561
1095,2012-05-08,31.88,31.96,31.36,2.3355863939817763,1301278
1096,2012-05-09,31.76,32.16,31.51,2.340703484672816,1125315
1097,2012-05-10,32.16,32.55,32.12,2.3692129899514667,1477938
1098,2012-05-11,32.08,32.64,32.05,2.3699440029073298,1068339
1099,2012-05-14,32.16,32.26,31.62,2.3238901866879704,1104413
1100,2012-05-15,31.7,32.01,31.57,2.315118031217617,809848
1101,2012-05-16,31.76,32.36,31.6,2.318042083041068,1206073
1102,2012-05-17,31.83,31.83,30.94,2.2668711761306692,799186
1103,2012-05-18,31.01,31.41,30.64,2.2515199040575493,932924
1104,2012-05-21,30.94,31.31,30.45,2.2800294093362004,943442
1105,2012-05-22,31.37,31.6,31.15,2.2880705518506916,765026
1106,2012-05-23,30.91,32.13,30.91,2.3370484198935015,1211241
1107,2012-05-24,32.1,32.41,31.91,2.368481976995604,1034082
1108,2012-05-25,32.34,32.58,32.2,2.3640958992604273,604411
1109,2012-05-29,32.47,33.0,32.43,2.4108807284356484,844669
1110,2012-05-30,32.61,32.72,32.23,2.3721370417749186,670512
1111,2012-05-31,32.52,32.59,32.0,2.371406028819055,476963
1112,2012-06-01,31.78,32.0,31.1,2.2917256166300057,751324
