Username,location,friend_count,review_count,photo_count,rating,date,review
Ta B.,"Manhattan, NY",3,60,185,4.0,11/10/2015,Really good food and service! Always packed but well worth the wait. Never been disappointed. The cheesecake here is so delicious!
J. D.,"Astoria, NY",7,149,18,4.0,10/6/2015,"The food selection is abundant! This location is always busy and crowded, but the food is well worth it. I am a huge fan of the sliders and the corn tamale...The only downside is when you read the calories next to the items. It is ALMOST a deterrent.... We really enjoy coming here after a day of shopping and are always prepared to wait. There is no way to make a reservation. The food is so good, that we are usually too stuffed to order any cheesecake dessert...lol"
Ilya A.,"Queens, NY",0,7,1,5.0,2/27/2017,This place is fantastic. The food is very delicious and always fresh when I go there with my family. Sometimes it gets a little crowded but I assure you its worth the wait.
Joe R.,"Long Island City, NY",173,11,18,5.0,7/26/2015,"Came here with a group of 8 tonight and had a wonderful time. Had to wait 30 minutes for a table, but it was worth it. I ordered the Kobe Burger with fries and it was spot on. As for dessert, the Godiva cheesecake is so delicious! Our waiter named Joe was also great and very attentive. He took great care of the group! Not once did we have to look around for him! Great place to go when you want a nice, sit-down dinner but don't want to break the bank.  My only tip is be prepared to wait for a table, especially on weekends. This place gets very busy!"
Amanda C.,"Lynbrook, NY",116,22,23,4.0,8/12/2016,"What a restaurant! Its absolutely beautiful inside and the menu never ends. Such a huge selection, there's pages and pages of delicious choices on the menu. The nachos are amazing, and the buffalo blasts are sooo good. Everything I ever tried here was good, never had any complaints about the food. And the cheesecake is to die for. The only downfall of this place is that it's always packed and there is always a wait no matter what day or time, which can be understandable in a way because of what they have to offer. Overall, mostly I've experienced the service to be good, but there were times where it was slow. Parking lot is also terrible. But it's all worth it to me with the food, the great drinks, and the cheesecake."
Irene H.,"Myrtle Beach, SC",92,483,468,3.0,6/19/2014,"I have been here a number of times, mostly for dessert or take out.  The coffee is good and the cheesecake is good too.  I tend to get stuck on their Kahlua cheesecake, although I've tried the Tiramisu, Red Velvet and numerous other flavors.  I have had lunch here, but found the food too greasy for my liking. Service is not bad at the table, but disastrous for take-out.  For the amount of money they charge for a slice of cheesecake, I could make my own.  It is good, but I wouldn't go out of my way for, especially considering the calories!!"
John M.,"Hicksville, NY",3,11,1,5.0,7/19/2016,Never fails to be super busy and still the food is always great. The service is always on point and the whole ambiance is great. No matter what I order it's always as tasty as I can hope for. Love the chicken Romano. Which has like Parmesan cheese cooked into the crust of the chicken cutlet. And the portions are almost family style!!
Jason L.,"Brooklyn, NY",98,218,642,3.0,6/29/2014,Came here for dinner last night. There were a lot of people standing outside the restaurant and inside waiting to be seated. We expected the wait to be long but turned out we only waited for about 3 minutes for a table for 2. Guess those people were waiting for big tables. The menu to this place is very extensive. Always takes me forever to decide on what to eat. We decided to ordered the firecracker salmon for appetizer.  This was amazingly good.  You could taste like the chunks of salmon and when dipped in the chili sauce it was delicious. Fiance had the pear and endive salad which wasn't so good. The lettuce and other vegetables that was in it didn't appear fresh and didn't taste fresh. I had the louisiana chciken pasta. Tasted really good on the initial few bites and then it was a little salty.  The sauce was a little spicy but tasted good when you rub some of that sauce on the parmesan chicken. Decided to try the wild blueberry white chocolate cheesecake. They always have the most amazing cheesecakes. Service at this place was kind of slow.  Took our waitress forever to bring out our cheesecake but of course the check came so quickly
Rey W.,"White Plains, NY",2,121,,4.0,8/7/2016,Been goin here for a long time now & I must say I will always keep coming back..the waiters & waitresses are always good..the food is great & I love that vanilla bean cheesecake
Andrew B.,"QUEENS VILLAGE, NY",58,79,141,3.0,9/11/2015,Once again i hate to wait for my food and once again i have to wait i love eating good food but i hate to wait the menu here is so big and full of so much good stuff
