Username,location,friend_count,review_count,photo_count,rating,date,review
Danny M.,"Lincoln Park, MI",0,1,,5.0,11/26/2011,This place realy needs experienced chefs . Or train the ones they have how too cook food properly .  i ordered a medium rare stake and received one well done. My veggies  were barely warm and hard as a rock
Emma C.,"Wayne, MI",4,123,,1.0,10/31/2012,"ugh, why does this chain of garbage even exist???"
