Username,location,friend_count,review_count,photo_count,rating,date,review
Lance S.,"Dana Point, CA",6,26,22,5.0,8/5/2016,We always have a great meal at Cheesecake Factory but this one was even better but this was not just because of the food it was the server we had Andrea D. She was absolutely incredible. One of the best servers we have had and we the six of us eat out a lot.
Jhosselyn J.,"Riverside, CA",79,9,3,2.0,4/2/2017,"Took the waitress half an hour to give me a straw. Nasty mosquito on my food. The food was really good but the waitress sucked, stick to the cheesecake"
Amanda G.,"Aliso Viejo, CA",6,84,48,1.0,4/27/2016,"Gave them a second chance and of course they failed horribly!! Worst location ever!!!!! Ordered the chicken sandwich with no avocado, the sandwich was thrown everywhere and was so rough you couldn't chew it.. They only have me a half piece of chicken, half of the sandwich just had cheese on it!"
Ana G.,"Laguna Niguel, CA",2,17,23,4.0,11/6/2016,"Well, our family LOVES The Cheesecake Factory!!! We now specifically ask for Jason (our favorite South African server).  The only reason I'm giving this review 4 stars is because the other staff members are ""fine"". I would give Jason 10 stars if I could because he is extremely pleasant, gets our orders correct 100% of the time, and engages with all of my family members at the table. It's funny because when we place our orders he always makes it sound like it's the delicious selection we could've made hahaha- we LOVE him!!! We hear him interact with other tables around us, and he is pleasant with them as well. Cheesecake has a ""gem"" with Jason as part of their staff!"
Dragonfly P.,"Laguna Niguel, CA",0,39,,2.0,4/2/2017,Too bad they take off my fav Luau salad.   they dont take reservation.  Food now are ok and pricey. Long line of waiting.
Adam S.,"Newport Coast, CA",0,1,1,1.0,1/9/2017,Horrible frightening experience! Uncooked slimy chicken hidden under the cheese in the Chicken Madera dish. Disgusting! I'm sorry is unacceptable! Zero stars and very disturbing waiting to see if Salmonella sets in.
Amanda K.,"San Clemente, CA",91,68,6,2.0,6/30/2016,"Overall a standard Cheesecake Factory. Sometimes bread is more stale and cold, sometimes not and fresh. Food is okay. My favorite dish is the Thai lettuce wraps. I have always had great service here to their credit.  Yet, yesterday as I was eating my coleslaw I found a short, black hair in my food. It was disgusting to say the least. My server and manager were quick to come apologize and offer another coleslaw, but it was hard to stomach. I was offered a free dessert for the hair. They tried to remedy the situation, but I won't be going back any time soon."
Cheriyon T.,"Irvine, CA",1,3,1,1.0,4/25/2016,"Fellow foodies, this post is simply out of concern for us who may be eating out too much or take comfort in not taking extra time to cook at home. ...yes I'm guilty as well.  I ate lunch at the cheesecake factory then took my remaining lunch home to give my daughter for dinner only for her to find what looked like a small worm. The bummer part was that she ate most of the plate before she noticed but as a mom I'm mortified. I feel terrible still.  I notified the manager who offered a giftcard for $30 but after witnessing the bug in our food, I knew I wouldn't be back for a while therefore I simply asked for the $20 plate to be removed from my $70 bill. Parent to parent let's try and spend more time cooking at home and rely less on restaurant chains."
Aleks B.,"Irvine, CA",0,5,,5.0,7/23/2017,Been to many CK factory restaurants but it my first time to this location.  It was too cold inside so they seated us outside with no issue and it only took a few minutes.  The staff was great and the food good as usual.
Katie S.,"Mission Viejo, CA",0,30,,5.0,7/30/2016,"I'm here on National Cheesecake Day (by accident) so I just got the food to go because it's so busy and the girls at the To Go/Dessert counter are KICKING ASS!!!! These girls are running around, working so hard. And they have the best attitudes ever. They are all so nice!  It's insane in here and they are doing a great job! Erin was the sweetest and she was hustling!"
