year,Revenue,Cost of revenue,Gross profit,Operating expenses,"Sales, General and administrative","Restructuring, merger and acquisition",Other operating expenses,Total operating expenses,Operating income,Interest Expense,Other income (expense),Income before taxes,Provision for income taxes,Net income from continuing operations,Net income,Net income available to common shareholders,Earnings per share,Basic,Diluted,Weighted average shares outstanding,Basic,Diluted,EBITDA,adj_close
2013,0.01,0.01,0.01,0.01,0.6902384588276753,0.01,0.01,0.01,0.19399556505689697,0.038709434246730234,1.0000000000000002,0.41406119378030426,0.3996623883116506,0.4091785454660388,0.4091785454660388,0.4091785454660388,0.01,0.01,0.01,0.01,1.0,1.0,0.11019405706816787,0.7082030317386516
2014,0.14427636968237056,0.11981926769770634,0.2479528291073958,0.9710785012110001,0.792904968871138,0.01,1.0,0.9710785012110001,0.01,0.01,0.6214833759590794,0.26748244440728963,0.2626677144270788,0.2618919687727175,0.2618919687727175,0.2618919687727175,0.01,0.04201680672268915,0.04918032786885207,0.01,0.7570185735757149,0.7560420813193063,0.01,1.0
2015,0.37963883507417506,0.30522309143564375,0.6950957044432844,0.004388089471435208,0.4407376952895561,0.01,0.06860205986869872,0.004388089471435208,0.9166921166894606,0.03448795748369826,0.5080988917306053,0.9779510115365324,1.0000000000000002,0.9359809096368408,0.9359809096368408,0.9359809096368408,0.01,0.7058823529411764,0.6967213114754098,0.01,0.6175137957894044,0.603801941589829,0.8228715386480303,0.7881104420035221
2016,1.0,1.0,1.0,0.5078216270123956,0.01,0.01,0.7136662049027285,0.5078216270123956,0.9999999999999996,0.16897214579171527,0.01,0.9999999999999998,0.9435082511132455,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.01,0.9999999999999998,0.9999999999999998,0.01,0.39033033098923786,0.37146106665583467,1.0,0.853313069136721
2017,0.7407527145708102,0.8314767415311772,0.3561631623855437,0.8139051146887031,1.0,1.0,0.6983075347828711,0.8139051146887031,0.18606843621781666,0.8087143341751157,0.33418584825234454,0.1861833305467313,0.12983497773509134,0.21106861784506492,0.21106861784506492,0.21106861784506492,0.01,0.588235294117647,0.6065573770491801,0.01,0.07186975458305467,0.0694991673098011,0.37938631165080317,0.642263333359123
2018,0.6943200021390847,0.7932814208635257,0.27481120181348206,1.0,0.978973334899564,0.01,0.9828645425525506,1.0,0.014526430401933244,0.9999999999999998,0.4850809889173062,0.01,0.01,0.01,0.01,0.01,0.01,0.4033613445378148,0.42622950819672156,0.01,0.01,0.01,0.241216835847327,0.621585905186254
