year,Cash Flows From Operating Activities,Net income,Depreciation & amortization,Investment/asset impairment charges,Investments losses (gains),Deferred income taxes,Stock based compensation,Change in working capital,Accounts receivable,Inventory,Prepaid expenses,Accounts payable,Accrued liabilities,Income taxes payable,Other working capital,Other non-cash items,Net cash provided by operating activities,Cash Flows From Investing Activities,"Investments in property, plant, and equipment","Acquisitions, net",Other investing activities,Net cash used for investing activities,Cash Flows From Financing Activities,Debt issued,Debt repayment,Common stock issued,Common stock repurchased,Dividend paid,Other financing activities,Net cash provided by (used for) financing activities,Net change in cash,Cash at beginning of period,Cash at end of period,Free Cash Flow,Operating cash flow,Capital expenditure,Free cash flow,adj_close
2013,290688000.0,163359000.0,131481000.0,11425000.0,0.01,-4793000.0,15909000.0,-21002000.0,5398000.0,908000.0,82000.0,-9339000.0,-9995000.0,749000.0,-8805000.0,-5691000.0,290688000.0,-137844000.0,-131531000.0,-24622000.0,18309000.0,-137844000.0,-152580000.0,659528000.0,-466380000.0,0.01,-333384000.0,-56343000.0,43999000.0,-152580000.0,264000.0,59103000.0,59367000.0,0.01,290688000.0,-131531000.0,159157000.0,41.5825142107761
2014,359842000.0,154039000.0,136081000.0,8533000.0,0.01,-23041000.0,16074000.0,23116000.0,-5372000.0,912000.0,1827000.0,3756000.0,14617000.0,14087000.0,-6711000.0,45040000.0,359842000.0,-160178000.0,-161066000.0,0.01,888000.0,-160178000.0,-201346000.0,120000000.0,-66521000.0,29295000.0,-239597000.0,-63395000.0,18872000.0,-201346000.0,-1682000.0,59367000.0,57685000.0,0.01,359842000.0,-161066000.0,198776000.0,53.7187136745967
2015,368611000.0,196694000.0,145242000.0,5636000.0,-368000.0,13140000.0,14802000.0,-11308000.0,1932000.0,475000.0,4368000.0,1117000.0,-22595000.0,6284000.0,-2889000.0,4773000.0,368611000.0,-138312000.0,-140262000.0,0.01,1950000.0,-138312000.0,-232863000.0,480750000.0,-366177000.0,16259000.0,-306255000.0,-70832000.0,13392000.0,-232863000.0,-2564000.0,57685000.0,55121000.0,0.01,368611000.0,-140262000.0,228349000.0,44.9059629614267
2016,394700000.0,200745000.0,156368000.0,17445000.0,0.01,21523000.0,15159000.0,-17974000.0,-3682000.0,11000.0,-13130000.0,-5783000.0,-10013000.0,9928000.0,4695000.0,1434000.0,394700000.0,-214109000.0,-112788000.0,-105577000.0,4256000.0,-214109000.0,-204266000.0,256500000.0,-113402000.0,6147000.0,-284905000.0,-74066000.0,5460000.0,-204266000.0,-23675000.0,55121000.0,31446000.0,0.01,394700000.0,-112788000.0,281912000.0,47.6178214607408
2017,312886000.0,150823000.0,156409000.0,14412000.0,0.01,-22704000.0,14568000.0,-3255000.0,3487000.0,-1558000.0,-1694000.0,2984000.0,-5519000.0,-9915000.0,8960000.0,2633000.0,312886000.0,-99416000.0,-102573000.0,0.01,3157000.0,-99416000.0,-235852000.0,600000000.0,-391832000.0,5621000.0,-370877000.0,-70771000.0,-7993000.0,-235852000.0,-22382000.0,31446000.0,9064000.0,0.01,312886000.0,-102573000.0,210313000.0,38.84
2018,295358000.0,137467000.0,156043000.0,18281000.0,0.01,-15160000.0,14014000.0,-18681000.0,1692000.0,-1405000.0,581000.0,-3387000.0,-193000.0,-17957000.0,1988000.0,3394000.0,295358000.0,-94680000.0,-97922000.0,0.01,3242000.0,-94680000.0,-225879000.0,290000000.0,-387456000.0,2470000.0,-62632000.0,-69451000.0,1190000.0,-225879000.0,-25201000.0,34155000.0,8954000.0,0.01,295358000.0,-97922000.0,197436000.0,37.98
