year,Assets,Current assets,Cash,Cash and cash equivalents,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Equity and other investments,Intangible assets,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Accounts payable,Taxes payable,Accrued liabilities,Other current liabilities,Total current liabilities,Non-current liabilities,Deferred taxes liabilities,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2012,0.01,0.48683116163016393,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.8065213475049542,0.01,0.9530859569921827,0.01,0.8914254783965359,0.48683116163016393,0.01,0.01,0.01,1.0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.528598164970101,0.6096194877354284,0.2596018172514847,0.01,0.01,0.01,0.6370315448908057,0.01,0.01,0.01,0.49716255862260894,0.01,0.01,0.01,1.0000000000000002,0.49716255862260894,0.01,0.2685483446388943
2013,0.1588201956729245,0.24818408649847434,0.45063577993201553,0.45063577993201553,0.45063577993201553,0.01,1.0,1.0,0.8122926121919777,0.01,0.24818408649847434,0.17267972486328897,0.21247495127508298,0.1525258508261902,0.8853278791529267,0.21247495127508298,0.01,0.15655502392344456,0.2631981637337413,0.17267972486328897,0.1588201956729245,0.1588201956729245,0.1931660203409673,0.09079940400997621,0.01,0.01,0.5426325337633542,0.01,0.09079940400997621,0.42649365990512944,1.0,0.27851642307087854,0.42649365990512944,0.1931660203409673,0.44634558965243976,0.4057971014492754,0.35464856187995064,0.2590884702515801,0.6822920901267138,0.44634558965243976,0.1588201956729245,0.6537511210212585
2014,0.419011493795737,1.0,0.35664106760669756,0.35664106760669756,0.35664106760669756,0.9167717528373265,0.6653116531165315,0.9417791104084078,0.7291086616059171,0.6278855032317636,1.0,0.3574014442771949,0.4384350380191604,0.3793251825428232,0.6579986220105645,0.4384350380191604,0.01,0.5649760765550238,0.48207874757224456,0.3574014442771949,0.419011493795737,0.419011493795737,0.6050565370825853,0.5585544002850389,0.9999999999999998,0.6578502843429278,0.7058905617663931,0.01,0.5585544002850389,0.7110504069842563,0.950930169857104,0.5322489391796319,0.7110504069842563,0.6050565370825853,0.01,0.5797101449275353,0.5484930847684462,0.4700101347323238,0.4346096959737058,0.01,0.419011493795737,0.7194483937736342
2015,0.7018523305758828,0.22007208206265538,0.01,0.01,0.01,0.7346424067735544,0.7789822342667874,0.01,0.8004881955453084,0.9999999999999998,0.22007208206265538,0.6954156584036735,0.8768632133739604,0.7553487902636746,0.32137920275944554,0.8768632133739604,0.01,0.7929186602870808,0.828320875757754,0.6954156584036735,0.7018523305758828,0.7018523305758828,0.7450062193605032,0.7870307388332849,0.5638380426347742,0.650471194723716,1.0,0.01,0.7870307388332849,0.6492183318259848,0.008290644378538659,0.6993870815652992,0.6492183318259848,0.7450062193605032,0.6858898858599058,0.7681159420289845,0.7597995541470715,0.7101943483963278,0.25337023742593967,0.6858898858599058,0.7018523305758828,0.6329256247888051
2016,1.0,0.01,0.25141634143270797,0.25141634143270797,0.25141634143270797,1.0,0.9168925022583556,0.01,1.0,0.14652784411118547,0.01,1.0,1.0,1.0,0.01,1.0,1.0,0.9999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,0.280549596019537,1.0,0.01,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0
