year,Assets,Current assets,Cash,Cash and cash equivalents,Total cash,Receivables,Inventories,Deferred income taxes,Prepaid expenses,Other current assets,Total current assets,Non-current assets,"Property, plant and equipment","Gross property, plant and equipment",Accumulated Depreciation,"Net property, plant and equipment",Goodwill,Intangible assets,Other long-term assets,Total non-current assets,Total assets,Liabilities and stockholders' equity,Liabilities,Current liabilities,Capital leases,Accounts payable,Taxes payable,Accrued liabilities,Deferred revenues,Other current liabilities,Total current liabilities,Non-current liabilities,Long-term debt,Capital leases,Other long-term liabilities,Total non-current liabilities,Total liabilities,Stockholders' equity,Common stock,Additional paid-in capital,Retained earnings,Treasury stock,Accumulated other comprehensive income,Total stockholders' equity,Total liabilities and stockholders' equity,adj_close
2012,0.01,0.01,0.9758498131778002,0.9758498131778002,0.9758498131778002,0.01,0.01,0.6435749404395446,0.01,1.0,0.01,0.01,0.01,0.01,1.0,0.01,0.01,0.07096319774608162,0.01,0.01,0.01,0.01,0.010488967343336375,0.01,0.9491525417572947,0.03389257204708429,0.01,0.48006991808616384,0.01,0.01,0.01,0.1438935612947585,0.17752918287937747,0.01,0.01,0.1438935612947585,0.010488967343336375,0.01,0.01,0.01,0.01,1.0000000000000002,1.0,0.01,0.01,0.29437156157427
2013,0.11671276519618079,0.24154475381469265,0.4899298277590449,0.4899298277590449,0.4899298277590449,0.5435203094777563,0.3141047883414294,0.6311738285892108,0.1709772226304188,0.303030294907113,0.24154475381469265,0.10351039855347421,0.1294056690284191,0.18256416973507394,0.7409823461572582,0.1294056690284191,0.01,0.01,0.014243683743520308,0.10351039855347421,0.11671276519618079,0.11671276519618079,0.01,0.4991245523278949,1.0,0.36375321336760935,0.01,0.9999999999999998,0.34313101944393964,0.2845908365625712,0.4991245523278949,0.01,0.01,0.01,0.2593816135859184,0.01,0.01,0.6007241215574552,1.0,0.5066672714078369,0.259512674174307,0.971067901049625,0.9944279346210996,0.6007241215574552,0.11671276519618079,0.9418535759627593
2014,0.431709358364472,1.0,0.9729335642030439,0.9729335642030439,0.9729335642030439,0.6465623351503431,0.6571825121443442,1.0,0.7142542248346805,0.01,1.0,0.3739354804649737,0.34132600819965386,0.3581813683398585,0.6175769583345652,0.34132600819965386,0.6462137084705177,1.0,0.1615373838322514,0.3739354804649737,0.431709358364472,0.431709358364472,0.3137722859664607,0.8142459212097095,0.01,1.0,0.9136329865468359,0.46135654796586345,0.7660367072505905,0.6193013448826077,0.8142459212097095,0.2307932221170783,0.23346303501945526,0.7346598794397593,0.11386981882000713,0.2307932221170783,0.3137722859664607,0.7842473884140553,1.0,0.6641418722786643,0.5216173357267628,0.7536926626119784,0.6417161961367013,0.7842473884140553,0.431709358364472,1.0
2015,0.7555606027136426,0.8744690891930156,0.9999999999999998,0.9999999999999998,0.9999999999999998,1.0000000000000002,0.8546148507980569,0.01,0.3389419544452609,0.01,0.8744690891930156,0.7279185405400057,0.7830710458465093,0.7274162797805299,0.35262737676316647,0.7830710458465093,0.5816222687818016,0.4882901919351994,0.3913977490309625,0.7279185405400057,0.7555606027136426,0.7555606027136426,0.6299240953221537,1.0,0.01,0.6529562982005142,1.0,0.5127669054392159,0.9179084135925859,0.9999999999999999,1.0,0.49854157141692634,0.4805447470817121,0.6886626558895537,0.7613172972693958,0.49854157141692634,0.6299240953221537,1.0,1.0,0.9080642235123371,0.9056178509043784,0.4032817009717271,0.01,1.0,0.7555606027136426,0.7421074904782057
2016,1.0,0.7213308164228409,0.01,0.01,0.01,0.6840161772463513,0.9999999999999998,0.01,1.0,0.01,0.7213308164228409,1.0000000000000002,1.0,0.9999999999999998,0.01,1.0,1.0,0.9631977460820567,1.0000000000000002,1.0000000000000002,1.0,1.0,1.0000000000000002,0.5136755537869744,0.01,0.01,0.9548662703889916,0.01,1.0000000000000002,0.6189879188511511,0.5136755537869744,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.61036918328585,1.0,1.0,1.0,0.01,0.06890787518573549,0.61036918328585,1.0,0.6517139229792637
